"id_student","gender","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","date_registration","sum_click","date_submitted","score","weight","module_presentation_length","final_result"
1444520,"1","2","7","1",0,60,"0",-87,"3501",15,86,12.5,240,"1"
1500410,"0","1","0","1",0,60,"0",-11,"3037",18,88,12.5,240,"1"
1510285,"0","1","7","1",0,60,"0",-52,"4607",18,86,12.5,240,"1"
1531287,"0","0","4","1",0,60,"0",-86,"4822",15,100,12.5,240,"1"
1534560,"0","0","3","1",0,60,"0",-24,"2367",18,76,12.5,240,"1"
1536138,"0","0","5","1",0,90,"0",-86,"1652",18,80,12.5,240,"1"
1558539,"1","1","6","1",0,60,"1",-16,"3239",16,90,12.5,240,"2"
1562320,"0","2","8","1",0,60,"0",-127,"527",19,76,12.5,240,"2"
1614181,"0","1","1","1",0,60,"0",-21,"2650",18,76,12.5,240,"1"
1651020,"0","0","6","1",1,120,"0",-98,"584",18,68,12.5,240,"2"
1689730,"0","0","2","1",1,120,"0",-140,"1688",19,90,12.5,240,"1"
1699445,"0","1","3","1",0,120,"0",-97,"7215",14,74,12.5,240,"1"
1720712,"0","1","5","1",0,90,"0",-57,"4165",18,96,12.5,240,"1"
1742834,"1","3","9","1",0,60,"0",-28,"4350",18,86,12.5,240,"1"
1761013,"0","0","5","1",0,60,"0",-34,"2436",16,94,12.5,240,"1"
1766303,"1","0","7","1",0,60,"0",-24,"1258",18,86,12.5,240,"2"
1772429,"0","0","5","1",0,60,"0",-59,"2824",17,72,12.5,240,"1"
1788974,"0","2","4","1",0,90,"0",-23,"272",17,100,12.5,240,"0"
1813486,"0","0","5","1",1,60,"0",-79,"862",18,86,12.5,240,"0"
1821249,"0","1","6","1",0,60,"0",-16,"1876",18,74,12.5,240,"2"
1833107,"1","1","3","0",0,90,"0",-140,"164",17,76,12.5,240,"0"
1836988,"0","2","0","0",0,90,"0",-14,"963",17,80,12.5,240,"2"
1839012,"1","1","6","1",1,120,"0",-24,"8335",18,80,12.5,240,"1"
1844150,"0","0","4","2",0,60,"0",-30,"3422",16,84,12.5,240,"1"
1846751,"0","2","3","1",0,90,"0",-22,"1104",19,90,12.5,240,"1"
1861445,"0","0","1","1",0,70,"0",-9,"312",19,70,12.5,240,"0"
1867563,"0","1","3","1",0,60,"0",-22,"307",19,60,12.5,240,"2"
1870830,"1","1","8","1",0,60,"0",-28,"3286",18,100,12.5,240,"1"
1878918,"0","2","0","1",0,60,"0",-30,"6077",18,76,12.5,240,"1"
1882255,"0","1","9","1",0,60,"0",-15,"4379",19,86,12.5,240,"1"
1904916,"1","2","2","1",0,120,"0",-93,"1806",19,70,12.5,240,"1"
1905259,"0","0","2","1",0,60,"0",-83,"3727",17,92,12.5,240,"1"
1907755,"1","2","5","1",0,90,"0",-34,"11881",15,94,12.5,240,"1"
1913435,"0","2","9","0",0,60,"0",-16,"2258",14,80,12.5,240,"1"
1917796,"0","0","0","1",1,120,"0",-21,"1426",18,86,12.5,240,"1"
1919940,"0","0","7","1",1,120,"0",-24,"3972",18,96,12.5,240,"1"
1934810,"1","0","9","1",0,90,"0",-199,"3762",17,94,12.5,240,"0"
1936679,"1","0","3","1",0,60,"1",-49,"5151",18,76,12.5,240,"1"
1966591,"0","2","8","1",0,60,"0",-23,"5898",17,84,12.5,240,"1"
1974271,"0","0","3","1",0,90,"0",-94,"1126",16,82,12.5,240,"1"
1990127,"1","0","3","1",0,60,"0",-78,"2542",17,100,12.5,240,"1"
2000491,"0","1","2","1",0,90,"0",-65,"3418",18,82,12.5,240,"1"
2001665,"0","1","3","1",0,60,"0",-263,"2891",21,32,12.5,240,"1"
2012900,"0","1","5","0",0,80,"0",-24,"635",14,68,12.5,240,"2"
2031252,"1","0","8","1",0,90,"0",-151,"2568",19,98,12.5,240,"1"
2045440,"0","2","5","1",1,150,"0",-97,"3484",17,88,12.5,240,"1"
2045818,"0","1","6","1",0,60,"0",-28,"3257",19,78,12.5,240,"1"
2051035,"0","1","3","0",0,60,"0",-24,"3557",18,84,12.5,240,"1"
2054019,"0","2","8","1",0,90,"0",-15,"2302",18,80,12.5,240,"1"
2057105,"0","2","5","1",0,60,"0",-58,"5832",15,86,12.5,240,"1"
2060467,"0","2","5","1",0,60,"0",-16,"2695",19,86,12.5,240,"0"
2068918,"0","0","8","0",0,60,"0",-71,"903",9,72,12.5,240,"2"
2087100,"0","2","4","1",0,60,"0",-67,"4237",14,88,12.5,240,"1"
2090053,"0","0","4","0",0,60,"0",-53,"4499",18,92,12.5,240,"1"
2108821,"0","2","9","1",2,120,"0",-29,"3326",18,78,12.5,240,"1"
2140087,"1","0","4","1",0,90,"0",-65,"2389",17,84,12.5,240,"1"
2141085,"1","1","9","0",0,90,"0",-24,"3204",17,74,12.5,240,"1"
2142853,"1","1","1","1",0,170,"1",-65,"2041",12,90,12.5,240,"0"
2143065,"0","0","7","1",0,100,"0",-87,"3661",28,84,12.5,240,"1"
2158399,"0","1","5","0",0,60,"1",-28,"4085",17,88,12.5,240,"1"
2189002,"0","2","3","1",0,60,"0",-18,"2537",18,80,12.5,240,"1"
2195318,"0","1","3","1",0,60,"0",-93,"4692",17,66,12.5,240,"1"
2195971,"0","1","4","0",0,60,"0",-86,"804",19,88,12.5,240,"0"
2197511,"0","1","3","1",0,90,"0",-22,"1977",19,98,12.5,240,"1"
2231810,"0","0","7","0",1,150,"0",-60,"3448",17,74,12.5,240,"1"
2254252,"0","1","3","0",0,90,"0",-65,"4992",17,72,12.5,240,"0"
2272874,"0","0","0","1",0,60,"0",-94,"739",19,76,12.5,240,"0"
2280739,"1","1","1","0",0,60,"0",-45,"2950",18,84,12.5,240,"0"
2281483,"0","2","6","1",0,70,"0",-25,"5644",15,72,12.5,240,"1"
2288454,"0","1","9","0",1,120,"0",-22,"2243",19,78,12.5,240,"1"
2327494,"0","1","1","1",0,90,"0",-55,"1888",19,64,12.5,240,"0"
2338255,"0","1","5","0",0,60,"0",-78,"1544",17,90,12.5,240,"1"
2338422,"0","0","3","1",0,60,"0",-23,"2421",18,76,12.5,240,"1"
2341415,"1","2","8","1",1,120,"0",-98,"3264",16,92,12.5,240,"1"
2343293,"1","0","5","0",0,60,"0",-58,"2532",11,82,12.5,240,"0"
2346679,"0","0","8","1",1,180,"0",-44,"5812",19,68,12.5,240,"1"
2348120,"1","0","2","0",1,60,"0",-289,"960",19,82,12.5,240,"2"
2352280,"1","0","4","0",0,60,"0",-12,"3481",16,80,12.5,240,"1"
2354732,"0","1","1","0",0,60,"0",-50,"1746",17,80,12.5,240,"0"
2362169,"0","1","3","0",0,60,"0",-30,"1759",19,70,12.5,240,"1"
2364565,"1","0","1","0",1,150,"0",-65,"5498",16,96,12.5,240,"1"
2375526,"0","1","1","0",0,120,"0",-12,"785",22,64,12.5,240,"0"
2381745,"0","1","0","1",2,150,"0",-178,"2598",17,88,12.5,240,"2"
2383921,"0","2","1","1",0,60,"0",-25,"4677",17,82,12.5,240,"1"
2387054,"1","1","5","1",0,60,"0",-49,"6738",18,100,12.5,240,"1"
2389267,"0","1","2","0",0,120,"0",-36,"4467",6,90,12.5,240,"1"
2392327,"1","1","9","0",0,60,"0",-105,"1389",12,88,12.5,240,"0"
2395804,"0","1","2","1",1,120,"0",-65,"2379",22,82,12.5,240,"1"
2407762,"0","2","9","0",0,60,"0",-50,"1305",18,86,12.5,240,"0"
2413191,"0","2","0","1",1,90,"0",-49,"2683",31,88,12.5,240,"1"
2419926,"0","2","8","0",0,80,"0",-42,"2391",18,80,12.5,240,"1"
2424750,"0","1","6","0",0,60,"0",-28,"2804",19,56,12.5,240,"1"
2434017,"1","1","7","1",0,60,"0",-36,"1286",18,72,12.5,240,"2"
2436089,"0","1","2","0",0,60,"0",-59,"1954",19,84,12.5,240,"0"
2436873,"1","4","2","1",0,135,"0",-107,"1433",19,36,12.5,240,"2"
2441910,"0","2","7","0",1,120,"0",-86,"1045",20,78,12.5,240,"0"
2457147,"1","0","7","1",0,60,"0",-24,"2878",19,84,12.5,240,"1"
2474925,"0","0","5","0",0,60,"0",-34,"497",19,86,12.5,240,"0"
2479413,"0","2","3","1",0,90,"0",-73,"5385",17,76,12.5,240,"1"
2481646,"0","2","3","1",0,60,"0",-60,"3856",18,76,12.5,240,"1"
2488251,"0","1","4","0",0,60,"0",-25,"2590",16,80,12.5,240,"1"
2496748,"1","0","6","1",1,120,"0",-94,"3667",13,90,12.5,240,"1"
2507271,"0","1","3","0",0,60,"0",-24,"1745",18,80,12.5,240,"2"
2508403,"1","1","4","1",0,75,"1",-86,"2289",1,90,12.5,240,"2"
2510667,"0","0","0","0",0,60,"0",-36,"5838",18,84,12.5,240,"1"
2514431,"0","0","2","0",0,160,"0",-50,"6880",18,90,12.5,240,"1"
2514949,"0","1","1","1",1,60,"0",-77,"6034",19,92,12.5,240,"0"
2521655,"0","0","1","0",0,60,"1",-90,"9118",11,98,12.5,240,"1"
2522335,"0","0","8","0",1,60,"0",-18,"1257",15,94,12.5,240,"1"
2525062,"0","1","9","0",0,60,"0",-71,"2897",15,88,12.5,240,"1"
2532320,"0","0","3","0",0,60,"0",-44,"13769",17,100,12.5,240,"1"
2532323,"0","0","4","1",1,150,"0",-123,"2409",18,78,12.5,240,"1"
2532840,"0","0","7","1",1,120,"0",-59,"806",24,70,12.5,240,"2"
2533504,"0","2","9","1",1,120,"0",-79,"6824",18,94,12.5,240,"1"
2552831,"0","2","0","0",1,180,"0",-92,"1079",15,78,12.5,240,"0"
2553363,"0","2","5","1",0,60,"0",-51,"5152",18,84,12.5,240,"1"
2560595,"0","1","7","0",0,60,"0",-16,"3613",18,92,12.5,240,"1"
2567054,"0","0","9","0",0,60,"0",-15,"3997",15,94,12.5,240,"1"
2567561,"0","2","7","1",0,60,"0",-149,"2700",18,86,12.5,240,"1"
2568893,"0","0","2","0",0,120,"0",-28,"1302",18,76,12.5,240,"2"
2578996,"0","2","1","0",0,60,"0",-25,"3284",16,88,12.5,240,"1"
2590999,"0","0","9","1",0,90,"0",-41,"2787",14,88,12.5,240,"1"
2599162,"0","0","1","0",0,60,"0",-88,"1017",18,76,12.5,240,"0"
2600887,"0","0","8","1",0,90,"0",-14,"2569",18,68,12.5,240,"1"
2604212,"0","1","0","1",0,60,"0",-24,"8959",19,92,12.5,240,"0"
2613930,"0","1","9","0",0,75,"1",-102,"4091",18,86,12.5,240,"1"
2617541,"0","0","6","1",0,60,"0",-102,"6357",12,86,12.5,240,"1"
2623196,"0","0","7","1",0,60,"0",-29,"4212",18,82,12.5,240,"1"
2639410,"0","1","2","0",0,60,"0",-36,"1749",18,66,12.5,240,"2"
2642994,"0","0","6","1",1,180,"0",-134,"511",25,90,12.5,240,"2"
2643574,"0","2","5","1",1,90,"0",-36,"4550",19,78,12.5,240,"1"
2646317,"0","1","5","0",1,120,"0",-71,"8782",16,82,12.5,240,"1"
2647043,"1","2","1","1",0,60,"0",-29,"3733",18,74,12.5,240,"0"
2657781,"0","0","3","1",1,150,"0",-80,"1346",19,82,12.5,240,"1"
2658271,"0","0","7","0",0,120,"0",-23,"243",24,82,12.5,240,"2"
2672734,"1","1","1","1",0,60,"0",-86,"792",25,30,12.5,240,"2"
2676920,"0","1","5","1",0,60,"0",-29,"4083",24,86,12.5,240,"1"
2678429,"0","0","0","0",1,60,"1",-130,"5239",3,76,12.5,240,"1"
2684993,"0","1","0","0",0,90,"0",-29,"2469",19,76,12.5,240,"1"
2686866,"0","0","5","0",0,60,"0",-23,"402",19,64,12.5,240,"0"
2686875,"1","0","2","1",0,60,"0",-22,"3419",18,92,12.5,240,"1"
2687045,"0","1","5","0",0,60,"0",-161,"4603",18,52,12.5,240,"2"
2691740,"0","1","3","0",0,60,"0",-25,"2811",18,90,12.5,240,"0"
33915,"1","0","3","0",0,60,"0",-64,"4121",17,86,12.5,240,"1"
35544,"0","0","8","1",0,60,"0",-22,"2107",18,94,12.5,240,"1"
35860,"0","0","1","0",0,60,"0",-60,"2215",18,86,12.5,240,"1"
42668,"0","1","1","1",1,120,"0",-122,"2839",19,76,12.5,240,"1"
43273,"0","2","6","1",0,90,"0",-108,"1862",19,90,12.5,240,"1"
43430,"0","0","5","1",0,60,"0",-53,"5693",14,98,12.5,240,"1"
53709,"0","0","3","0",0,60,"0",-67,"2910",17,86,12.5,240,"2"
55450,"0","0","3","1",1,120,"0",-66,"1195",18,88,12.5,240,"0"
60519,"1","0","0","1",0,60,"0",-73,"3198",17,72,12.5,240,"2"
65656,"0","0","0","1",0,150,"0",-138,"1776",19,80,12.5,240,"1"
68208,"0","2","7","1",2,270,"0",-29,"7467",19,74,12.5,240,"0"
71578,"0","0","9","0",0,60,"0",-29,"1572",18,94,12.5,240,"1"
72693,"1","1","4","0",0,140,"1",-17,"2269",16,78,12.5,240,"1"
74113,"0","0","0","0",1,60,"0",-96,"583",18,70,12.5,240,"0"
80745,"1","0","4","0",1,60,"1",-24,"1015",19,92,12.5,240,"1"
80886,"0","1","7","1",0,60,"0",-94,"589",19,92,12.5,240,"2"
82556,"0","1","7","0",0,60,"0",-54,"1538",15,72,12.5,240,"0"
82817,"1","2","2","1",1,60,"0",-29,"1370",19,88,12.5,240,"1"
84051,"0","0","6","0",0,120,"0",-29,"210",19,96,12.5,240,"0"
86538,"0","1","6","0",0,60,"1",-24,"1569",22,78,12.5,240,"2"
87152,"0","1","2","0",0,60,"1",-218,"2253",18,84,12.5,240,"1"
89895,"0","1","4","0",0,60,"0",-64,"5614",19,82,12.5,240,"1"
96729,"0","0","4","0",1,120,"0",-44,"2707",18,64,12.5,240,"1"
99993,"1","0","0","0",0,120,"0",-94,"3922",17,90,12.5,240,"1"
101306,"0","0","2","1",0,120,"0",-148,"866",19,70,12.5,240,"0"
107162,"1","0","7","1",0,60,"0",-93,"4243",17,82,12.5,240,"1"
108330,"0","0","3","1",1,60,"0",-83,"3209",17,92,12.5,240,"1"
110116,"0","2","4","0",1,150,"0",-93,"4092",19,88,12.5,240,"1"
115373,"0","1","9","0",0,60,"0",-86,"3386",18,90,12.5,240,"1"
118532,"0","1","7","0",0,60,"0",-29,"4531",17,92,12.5,240,"1"
118668,"0","2","4","1",0,60,"0",-28,"3249",19,70,12.5,240,"1"
125996,"0","0","5","0",0,60,"0",-45,"3327",22,76,12.5,240,"1"
126088,"0","2","3","1",1,120,"0",-64,"1140",19,60,12.5,240,"0"
128142,"0","0","5","1",0,60,"0",-108,"1706",17,78,12.5,240,"0"
128791,"0","1","7","1",0,60,"0",-23,"1235",16,68,12.5,240,"2"
130403,"1","1","2","1",0,60,"0",-22,"5639",18,60,12.5,240,"1"
131272,"0","1","1","0",0,120,"0",-65,"5485",15,76,12.5,240,"1"
134260,"0","0","9","0",0,90,"0",-108,"1157",19,68,12.5,240,"1"
135075,"0","0","8","1",0,60,"0",-102,"2881",14,72,12.5,240,"1"
139949,"1","1","1","0",0,60,"0",-48,"3610",18,92,12.5,240,"1"
140866,"0","0","5","0",0,60,"0",-66,"3028",16,86,12.5,240,"1"
142339,"1","3","9","1",0,60,"0",-140,"5463",8,96,12.5,240,"1"
143350,"1","0","8","0",0,90,"0",-43,"2637",10,84,12.5,240,"1"
144747,"0","2","5","0",1,150,"0",-27,"1661",16,88,12.5,240,"1"
146679,"0","1","2","0",1,210,"0",-23,"637",18,74,12.5,240,"2"
149567,"1","0","6","0",0,60,"0",-10,"485",17,76,12.5,240,"2"
149680,"0","0","5","0",1,120,"0",-135,"5338",19,82,12.5,240,"1"
149693,"0","1","3","0",0,60,"0",-53,"2835",18,82,12.5,240,"1"
151465,"0","0","6","1",0,60,"0",-55,"2495",15,78,12.5,240,"1"
153110,"0","2","4","1",0,60,"0",-23,"534",19,76,12.5,240,"0"
153785,"1","1","1","0",0,60,"1",-23,"5075",17,92,12.5,240,"1"
155511,"0","0","6","0",0,60,"0",-29,"5057",13,86,12.5,240,"1"
157308,"1","2","3","0",0,180,"0",-31,"2675",16,76,12.5,240,"1"
160193,"0","0","3","0",2,120,"0",-55,"314",19,76,12.5,240,"2"
161658,"1","1","0","0",1,225,"0",-58,"958",18,68,12.5,240,"0"
165806,"1","0","3","0",0,60,"0",-11,"1495",19,84,12.5,240,"0"
166327,"0","1","2","0",0,60,"1",-28,"3667",18,82,12.5,240,"1"
166421,"0","1","5","0",0,60,"0",-22,"3328",18,82,12.5,240,"1"
167557,"0","0","9","0",0,60,"1",-61,"641",8,84,12.5,240,"2"
167759,"0","0","5","1",1,180,"0",-23,"2027",18,68,12.5,240,"0"
169490,"0","1","4","0",0,60,"0",-144,"2747",18,84,12.5,240,"0"
169858,"0","0","5","0",2,90,"0",-4,"1296",19,92,12.5,240,"1"
170165,"0","0","6","0",0,270,"0",-180,"3807",18,86,12.5,240,"1"
174805,"1","0","1","1",0,135,"0",-96,"927",16,78,12.5,240,"2"
180974,"0","0","4","1",0,120,"0",-77,"5762",19,62,12.5,240,"2"
181508,"0","2","9","0",0,60,"0",-55,"3565",18,92,12.5,240,"1"
181992,"0","1","4","0",0,120,"0",-24,"1393",18,90,12.5,240,"1"
182468,"0","0","4","0",0,90,"0",-58,"2641",19,62,12.5,240,"0"
185496,"0","1","0","0",2,120,"0",-22,"2631",25,92,12.5,240,"0"
186380,"0","2","9","0",0,60,"0",-23,"4468",16,90,12.5,240,"1"
190653,"1","1","0","0",0,60,"0",-36,"861",17,88,12.5,240,"2"
193193,"0","0","9","0",0,150,"0",-28,"1025",19,58,12.5,240,"0"
193834,"0","1","1","0",3,120,"0",-121,"2645",17,78,12.5,240,"1"
198257,"0","1","0","0",1,180,"0",-108,"266",18,92,12.5,240,"2"
199244,"1","0","2","1",0,60,"0",-25,"3448",15,78,12.5,240,"1"
199446,"0","2","9","0",0,60,"0",-95,"2209",18,82,12.5,240,"1"
200773,"0","1","7","0",0,150,"0",-183,"2058",19,82,12.5,240,"0"
202487,"0","0","9","1",0,90,"0",-55,"2613",13,100,12.5,240,"1"
203050,"1","0","6","1",1,100,"0",-117,"4217",16,74,12.5,240,"1"
228703,"0","0","9","0",0,60,"0",-24,"3661",14,86,12.5,240,"1"
230279,"0","1","7","0",0,90,"0",-102,"3529",17,70,12.5,240,"1"
230684,"0","1","0","0",1,60,"1",-23,"1325",17,86,12.5,240,"0"
232675,"0","2","5","0",1,120,"0",-19,"769",24,60,12.5,240,"0"
232764,"1","0","6","0",1,150,"0",-23,"4445",19,90,12.5,240,"2"
234609,"1","1","8","1",1,60,"0",-60,"7784",26,100,12.5,240,"1"
234661,"0","1","8","0",0,60,"0",-58,"4768",18,66,12.5,240,"2"
234727,"1","0","5","0",0,60,"0",-30,"6513",13,90,12.5,240,"1"
236844,"0","0","5","1",0,60,"0",-71,"1607",19,86,12.5,240,"1"
237401,"0","0","2","1",0,60,"0",-87,"2493",19,92,12.5,240,"1"
237953,"0","1","6","1",0,90,"0",-77,"1204",17,54,12.5,240,"1"
238901,"0","1","4","0",0,60,"1",-28,"2603",17,72,12.5,240,"0"
239540,"0","0","8","0",0,60,"0",-16,"3119",19,92,12.5,240,"1"
239748,"0","1","3","0",0,120,"0",-169,"592",16,84,12.5,240,"0"
240024,"0","1","0","0",0,90,"0",-22,"2703",19,62,12.5,240,"1"
241166,"0","0","5","0",0,60,"0",-28,"1592",18,72,12.5,240,"0"
243600,"0","1","3","0",0,60,"0",-22,"604",18,94,12.5,240,"0"
243657,"0","1","6","1",1,120,"0",-136,"5790",18,84,12.5,240,"1"
244114,"0","1","6","0",0,60,"0",-52,"2447",18,74,12.5,240,"1"
244816,"0","1","4","1",1,60,"0",-25,"3071",18,76,12.5,240,"2"
244918,"0","2","1","1",0,120,"0",-107,"1338",18,94,12.5,240,"1"
246112,"0","0","0","0",2,120,"0",-59,"190",16,44,12.5,240,"0"
247666,"0","0","2","0",1,60,"0",-46,"4912",18,96,12.5,240,"1"
247856,"0","1","8","0",0,60,"0",-111,"6180",19,58,12.5,240,"1"
249362,"0","2","3","1",0,60,"0",-64,"7165",18,82,12.5,240,"1"
249570,"1","1","1","0",1,150,"0",-23,"34",-1,92,12.5,240,"0"
252041,"0","1","1","1",0,150,"0",-47,"3214",15,70,12.5,240,"0"
252095,"1","1","8","1",0,90,"0",-22,"4757",17,84,12.5,240,"1"
254044,"0","0","5","0",1,240,"0",-122,"2714",17,92,12.5,240,"1"
254162,"0","1","9","0",0,60,"0",-82,"468",18,100,12.5,240,"0"
254325,"0","2","8","1",0,60,"0",-96,"5037",18,72,12.5,240,"0"
254463,"1","0","3","0",0,60,"0",-47,"2951",14,70,12.5,240,"1"
255344,"1","0","2","0",0,60,"0",-28,"4329",19,84,12.5,240,"1"
261335,"0","1","5","0",0,60,"0",-68,"2107",18,80,12.5,240,"1"
263697,"1","1","0","0",0,60,"0",-17,"497",18,80,12.5,240,"2"
265112,"0","2","7","1",0,120,"0",-51,"5014",17,72,12.5,240,"1"
265855,"1","1","4","1",0,60,"0",-102,"8400",15,82,12.5,240,"1"
266559,"0","0","0","0",1,240,"0",-79,"185",18,70,12.5,240,"0"
267602,"0","0","6","0",0,60,"0",-64,"6329",17,100,12.5,240,"1"
269243,"1","0","5","1",2,120,"0",-81,"4339",18,70,12.5,240,"1"
269593,"0","1","8","0",0,80,"0",-25,"210",19,58,12.5,240,"0"
269677,"0","0","6","1",1,120,"0",-103,"325",22,80,12.5,240,"0"
273605,"0","1","1","1",1,120,"0",-88,"1174",40,56,12.5,240,"0"
275151,"0","2","3","0",0,60,"0",-79,"6075",17,90,12.5,240,"1"
276314,"1","0","3","0",1,90,"0",-65,"2013",19,74,12.5,240,"0"
277044,"0","1","9","1",0,60,"0",-24,"4403",24,92,12.5,240,"1"
278282,"0","0","4","0",0,120,"0",-101,"322",19,84,12.5,240,"2"
281651,"1","0","3","0",0,180,"0",-90,"3758",18,88,12.5,240,"1"
282879,"1","2","1","0",1,150,"0",-166,"6103",17,80,12.5,240,"1"
283050,"0","1","2","0",1,180,"0",-58,"1153",19,94,12.5,240,"0"
283055,"1","0","2","1",0,120,"0",-61,"1237",17,50,12.5,240,"2"
283230,"0","0","0","0",1,120,"0",-52,"4725",19,90,12.5,240,"1"
285391,"0","0","7","0",0,60,"0",-18,"2272",19,56,12.5,240,"1"
285996,"0","1","4","0",0,60,"0",-18,"3365",23,94,12.5,240,"0"
286422,"0","0","9","0",0,60,"0",-25,"2635",18,86,12.5,240,"1"
287099,"1","0","6","1",2,120,"0",-89,"4876",15,90,12.5,240,"1"
289618,"0","0","9","1",0,60,"0",-64,"740",19,100,12.5,240,"2"
290252,"0","2","5","0",0,60,"0",-28,"2987",9,76,12.5,240,"2"
291159,"0","1","6","0",1,60,"0",-103,"3177",18,64,12.5,240,"0"
291960,"0","0","4","0",0,60,"1",-27,"6505",18,86,12.5,240,"1"
294679,"0","1","5","1",0,60,"0",-52,"1596",19,68,12.5,240,"2"
299237,"1","0","7","1",0,60,"0",-117,"4907",18,100,12.5,240,"1"
300264,"0","1","1","0",0,60,"0",-72,"1533",19,52,12.5,240,"0"
301298,"0","0","7","0",0,90,"0",-18,"170",17,92,12.5,240,"0"
302924,"1","2","1","0",0,60,"0",-68,"3067",18,86,12.5,240,"1"
303288,"0","1","7","0",0,120,"0",-47,"376",19,74,12.5,240,"0"
303595,"0","0","2","0",0,60,"0",-25,"6042",18,96,12.5,240,"1"
307689,"1","0","3","1",0,90,"0",-107,"5960",8,94,12.5,240,"1"
308363,"1","0","0","0",1,150,"0",-61,"3059",19,76,12.5,240,"1"
309048,"0","0","3","1",2,120,"0",-24,"322",17,74,12.5,240,"0"
