gender,num_of_prev_attempts,studied_credits,disability,date_registration,sum_click,date_submitted,score,weight,module_presentation_length,A Level or Equivalent,Lower Than A Level,HE Qualification,Post Graduate Qualification,No Formal quals,0-10IMD,10-20IMD,20-30IMD,30-40IMD,40-50IMD,50-60IMD,60-70IMD,70-80IMD,80-90IMD,90-100IMD,0-35,35-55,55<=,final_result
0,0,120,1,-23,16153.0,207,99,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,60,0,-24,1585.0,206,95,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-10,1398.0,207,84,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,90,0,-79,6051.0,207,91,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,0,-66,414.0,207,72,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-81,2447.0,207,99,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,120,0,-24,3100.0,213,50,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-23,3343.0,209,39,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,30,0,-79,2065.0,206,96,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,120,0,-79,3378.0,207,62,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-20,1366.0,207,77,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-7,1065.0,207,10,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,90,0,-28,1645.0,201,82,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,120,0,-67,3930.0,207,61,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,120,0,-37,6873.0,214,48,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,120,0,-66,1902.0,207,64,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,30,0,-36,645.0,207,61,22.0,269,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-53,1695.0,207,52,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,60,0,-43,1370.0,206,77,22.0,269,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,90,0,-60,401.0,207,44,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,150,0,-51,1424.0,216,44,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-46,1004.0,180,98,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-57,3597.0,206,69,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-59,2167.0,206,97,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-49,6705.0,207,68,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-14,2209.0,207,94,22.0,269,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,120,0,-23,1544.0,207,96,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,120,0,-59,4051.0,206,92,22.0,269,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,60,1,-22,4665.0,204,98,22.0,269,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,30,0,-8,3991.0,207,49,22.0,269,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-10,739.0,207,66,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,90,0,-58,4826.0,206,98,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-53,1079.0,204,95,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,120,0,-51,2066.0,213,68,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,60,0,-37,8738.0,189,95,22.0,269,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,120,0,-53,2233.0,207,61,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,120,1,-45,1451.0,207,71,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,30,0,-2,5851.0,207,84,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,120,0,-29,899.0,207,56,22.0,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-8,1931.0,207,90,22.0,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-23,1395.0,203,98,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,30,0,-36,2236.0,200,94,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,30,0,-43,3326.0,189,95,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,120,0,-46,2953.0,207,100,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,30,0,5,1104.0,207,54,22.0,269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,90,0,-22,3482.0,209,84,22.0,269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1,0,120,0,-36,3078.0,205,76,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,120,0,-35,3253.0,201,62,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,120,0,-46,456.0,207,87,22.0,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-23,2127.0,207,95,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,120,0,-4,6745.0,206,99,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,90,0,-36,1687.0,207,75,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-22,2549.0,206,85,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,90,0,-31,1626.0,205,99,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,90,0,-15,2997.0,206,89,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,120,0,-32,2526.0,214,72,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,60,0,-29,519.0,207,81,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,150,0,-25,4796.0,214,95,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,150,0,-15,1135.0,205,69,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,90,0,-35,7489.0,207,53,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,60,0,-18,3126.0,207,90,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-29,4377.0,207,68,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,120,0,-25,654.0,213,25,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,120,0,-38,8983.0,191,100,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
0,0,120,0,-34,595.0,207,1,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-28,1391.0,207,49,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,90,0,-28,1642.0,207,96,22.0,269,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,30,0,-23,2335.0,209,42,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-23,1952.0,207,92,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,0,30,0,-23,1321.0,206,77,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,120,1,-28,1531.0,207,95,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,30,0,-29,1531.0,207,84,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-9,4450.0,207,94,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,30,0,-22,504.0,207,52,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,120,0,-31,600.0,207,59,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-23,1932.0,207,73,22.0,269,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,1,-25,4353.0,195,92,22.0,269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-23,638.0,209,36,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,30,0,-28,469.0,201,90,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,150,0,-23,411.0,207,82,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-23,488.0,206,96,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-14,5143.0,208,90,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,120,0,-23,1430.0,207,30,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,120,1,-23,2382.0,200,95,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,120,0,-23,899.0,207,85,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-23,1121.0,207,58,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-10,756.0,207,89,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,120,0,-4,468.0,199,35,22.0,269,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,60,0,-20,1811.0,207,94,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,90,1,-21,2239.0,207,92,22.0,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,90,0,-15,3952.0,207,94,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-16,2310.0,192,99,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,30,0,-13,1868.0,204,93,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,30,0,-22,4386.0,206,86,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,30,0,-123,9202.0,207,57,22.0,269,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,60,0,-148,1462.0,206,88,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0,60,0,-30,2801.0,196,95,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-92,3318.0,206,47,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,60,0,-22,601.0,207,38,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-32,784.0,207,89,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,240,0,-23,678.0,186,92,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,30,0,-122,1646.0,206,47,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-144,10312.0,204,98,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,120,0,-34,1896.0,207,87,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,150,0,-36,1211.0,207,91,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,90,0,-28,389.0,218,62,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-73,2453.0,200,89,22.0,269,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,120,0,-79,6182.0,204,96,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,90,0,-25,4371.0,192,92,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,60,0,-22,5381.0,207,14,22.0,269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,60,0,-18,2591.0,207,97,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,150,0,-122,2667.0,207,80,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-34,3848.0,162,87,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
0,0,60,0,-21,4819.0,207,75,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1,0,210,0,-18,3203.0,209,100,22.0,269,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,45,0,-135,4803.0,207,93,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,90,0,-21,1059.0,214,61,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,70,0,-29,504.0,207,94,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,30,0,-1,2820.0,207,94,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-106,8425.0,207,91,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,30,0,-22,5781.0,204,87,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-91,6826.0,206,98,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,150,0,-123,847.0,209,38,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,30,0,-22,4709.0,216,96,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,120,0,-7,3652.0,202,86,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,30,0,-128,2991.0,206,57,22.0,269,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,90,0,-78,7142.0,200,95,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,30,0,2,2917.0,207,98,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-60,7657.0,213,65,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,120,0,-37,2711.0,207,87,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1,0,60,0,-60,3731.0,207,94,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,30,0,-36,1239.0,206,55,22.0,269,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,0,-37,1773.0,185,90,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,60,0,-29,2721.0,207,90,22.0,269,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
0,0,30,0,-77,5590.0,204,100,22.0,269,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,30,0,-25,593.0,208,22,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,30,0,-85,1251.0,207,83,22.0,269,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-114,825.0,207,90,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-52,2918.0,207,93,22.0,269,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-43,5590.0,203,94,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-74,4037.0,218,81,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,30,0,-34,1154.0,220,10,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-70,2025.0,207,100,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,60,0,-142,8552.0,204,86,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,30,0,-16,8456.0,207,65,22.0,269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,0,90,0,-38,3687.0,209,87,22.0,269,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,150,0,-135,1441.0,207,58,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,120,0,-35,1685.0,207,92,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,30,0,-25,4953.0,207,54,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,60,0,-91,2669.0,207,77,22.0,269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-23,5218.0,206,94,22.0,269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,30,0,-115,4809.0,210,84,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,60,0,-154,5620.0,202,95,22.0,269,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,30,0,-23,2382.0,206,65,22.0,269,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,90,0,-63,1992.0,204,89,22.0,269,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,60,1,-107,1584.0,206,57,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,0,60,0,-120,5135.0,207,68,22.0,269,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,220,0,-49,3013.0,207,58,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,60,0,-102,365.0,207,57,22.0,269,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,60,0,-22,588.0,174,94,22.0,269,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,90,0,-63,4433.0,209,42,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,0,60,0,-81,1260.0,208,65,22.0,269,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,60,1,-81,1169.0,207,59,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,30,0,-23,1156.0,207,74,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,120,0,-25,508.0,206,82,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,110,0,-38,1968.0,206,65,22.0,269,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
1,0,30,0,-123,3768.0,207,62,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0,95,0,-78,608.0,207,62,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,0,120,0,-52,2167.0,209,85,22.0,269,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,0,90,0,-32,501.0,214,78,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,30,0,-44,776.0,216,59,22.0,269,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,30,0,-137,1095.0,206,90,22.0,269,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
0,0,90,0,-46,1438.0,214,39,22.0,269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,30,0,-141,6792.0,207,91,22.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,240,0,-95,5358.0,205,99,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,180,0,-38,527.0,195,48,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,1,-78,7219.0,207,90,22.0,269,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-67,1620.0,207,43,22.0,269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,30,0,-25,1067.0,207,96,22.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,30,0,-150,3572.0,206,46,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0,45,0,-4,606.0,212,30,22.0,269,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,30,0,-106,2910.0,206,96,22.0,269,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,30,0,-115,2386.0,207,97,22.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,120,0,-42,964.0,207,49,22.0,269,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,120,0,-136,1289.0,21,100,2.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-23,585.0,58,100,2.0,269,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-42,1743.0,21,78,2.0,269,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,150,0,-25,912.0,21,89,2.0,269,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0,30,0,-36,942.0,21,100,2.0,269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
