gender,num_of_prev_attempts,studied_credits,disability,date_registration,sum_click,date_submitted,score,weight,module_presentation_length,A Level or Equivalent,Lower Than A Level,HE Qualification,Post Graduate Qualification,No Formal quals,0-10IMD,10-20IMD,20-30IMD,30-40IMD,40-50IMD,50-60IMD,60-70IMD,70-80IMD,80-90IMD,90-100IMD,0-35,35-55,55<=,final_result
0,0,60,0,-28,3257.0,19,78,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,60,0,-24,3557.0,18,84,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-15,2302.0,18,80,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-58,5832.0,15,86,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,60,0,-16,2695.0,19,86,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,60,0,-71,903.0,9,72,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
0,0,60,0,-67,4237.0,14,88,12.5,240,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0,60,0,-53,4499.0,18,92,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,2,120,0,-29,3326.0,18,78,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0,90,0,-65,2389.0,17,84,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,0,90,0,-24,3204.0,17,74,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,170,1,-65,2041.0,12,90,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,100,0,-87,3661.0,28,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,1,-28,4085.0,17,88,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-18,2537.0,18,80,12.5,240,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-93,4692.0,17,66,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-86,804.0,19,88,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,90,0,-22,1977.0,19,98,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1,150,0,-60,3448.0,17,74,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,90,0,-65,4992.0,17,72,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-94,739.0,19,76,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,60,0,-45,2950.0,18,84,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,70,0,-25,5644.0,15,72,12.5,240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,1,120,0,-22,2243.0,19,78,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,90,0,-55,1888.0,19,64,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,60,0,-78,1544.0,17,90,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
0,0,60,0,-23,2421.0,18,76,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1,1,120,0,-98,3264.0,16,92,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,0,60,0,-58,2532.0,11,82,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,180,0,-44,5812.0,19,68,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1,1,60,0,-289,960.0,19,82,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
1,0,60,0,-12,3481.0,16,80,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-50,1746.0,17,80,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-30,1759.0,19,70,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
1,1,150,0,-65,5498.0,16,96,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,120,0,-12,785.0,22,64,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,150,0,-178,2598.0,17,88,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-25,4677.0,17,82,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,0,60,0,-49,6738.0,18,100,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,120,0,-36,4467.0,6,90,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,0,60,0,-105,1389.0,12,88,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,120,0,-65,2379.0,22,82,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-50,1305.0,18,86,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1,90,0,-49,2683.0,31,88,12.5,240,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0,80,0,-42,2391.0,18,80,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-28,2804.0,19,56,12.5,240,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1,0,60,0,-36,1286.0,18,72,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0,0,60,0,-59,1954.0,19,84,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,135,0,-107,1433.0,19,36,12.5,240,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2
0,1,120,0,-86,1045.0,20,78,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0,60,0,-24,2878.0,19,84,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-34,497.0,19,86,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,90,0,-73,5385.0,17,76,12.5,240,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-60,3856.0,18,76,12.5,240,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-25,2590.0,16,80,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1,120,0,-94,3667.0,13,90,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,60,0,-24,1745.0,18,80,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
1,0,75,1,-86,2289.0,1,90,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
0,0,60,0,-36,5838.0,18,84,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,160,0,-50,6880.0,18,90,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,1,60,0,-77,6034.0,19,92,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,60,1,-90,9118.0,11,98,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,60,0,-18,1257.0,15,94,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
0,0,60,0,-71,2897.0,15,88,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-44,13769.0,17,100,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,1,150,0,-123,2409.0,18,78,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1,120,0,-59,806.0,24,70,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0,1,120,0,-79,6824.0,18,94,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1,180,0,-92,1079.0,15,78,12.5,240,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,60,0,-51,5152.0,18,84,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,60,0,-16,3613.0,18,92,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
0,0,60,0,-15,3997.0,15,94,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-149,2700.0,18,86,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,120,0,-28,1302.0,18,76,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,0,60,0,-25,3284.0,16,88,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-41,2787.0,14,88,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0,60,0,-88,1017.0,18,76,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,90,0,-14,2569.0,18,68,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-24,8959.0,19,92,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,75,1,-102,4091.0,18,86,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0,60,0,-102,6357.0,12,86,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,60,0,-29,4212.0,18,82,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
0,0,60,0,-36,1749.0,18,66,12.5,240,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
0,1,180,0,-134,511.0,25,90,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
0,1,90,0,-36,4550.0,19,78,12.5,240,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,1,120,0,-71,8782.0,16,82,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,0,60,0,-29,3733.0,18,74,12.5,240,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,150,0,-80,1346.0,19,82,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
0,0,120,0,-23,243.0,24,82,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
1,0,60,0,-86,792.0,25,30,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
0,0,60,0,-29,4083.0,24,86,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,1,60,1,-130,5239.0,3,76,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,90,0,-29,2469.0,19,76,12.5,240,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-23,402.0,19,64,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,0,60,0,-22,3419.0,18,92,12.5,240,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,60,0,-161,4603.0,18,52,12.5,240,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
0,0,60,0,-25,2811.0,18,90,12.5,240,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,60,0,-64,4121.0,17,86,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
0,0,60,0,-22,2107.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
0,0,60,0,-60,2215.0,18,86,12.5,240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
0,1,120,0,-122,2839.0,19,76,12.5,240,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,0,90,0,-108,1862.0,19,90,12.5,240,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,0,60,0,-53,5693.0,14,98,12.5,240,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
0,0,60,0,-67,2910.0,17,86,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1,120,0,-66,1195.0,18,88,12.5,240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,0,60,0,-73,3198.0,17,72,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
0,0,150,0,-138,1776.0,19,80,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
0,2,270,0,-29,7467.0,19,74,12.5,240,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,60,0,-29,1572.0,18,94,12.5,240,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
1,0,140,1,-17,2269.0,16,78,12.5,240,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,1,60,0,-96,583.0,18,70,12.5,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,60,1,-24,1015.0,19,92,12.5,240,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
0,0,60,0,-94,589.0,19,92,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
0,0,60,0,-54,1538.0,15,72,12.5,240,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,1,60,0,-29,1370.0,19,88,12.5,240,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,0,120,0,-29,210.0,19,96,12.5,240,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
