"id_student","gender","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","date_registration","sum_click","date_submitted","score","weight","module_presentation_length","final_result"
558040,"1","0","2","0",0,120,"0",-23,"388",159,80,18,240,"1"
558042,"1","2","4","1",0,120,"0",-23,"195",159,82,18,240,"1"
558066,"1","1","2","0",0,120,"0",-24,"431",159,80,18,240,"1"
558068,"1","0","5","0",0,120,"0",-24,"449",158,71,18,240,"1"
558075,"1","1","7","0",0,60,"0",-24,"403",150,65,18,240,"1"
558092,"1","0","0","0",0,60,"1",-23,"276",159,32,18,240,"0"
558099,"1","0","4","1",0,60,"0",-23,"994",157,81,18,240,"1"
558113,"1","0","8","0",0,60,"0",-25,"1104",160,65,18,240,"1"
558168,"1","0","2","0",0,60,"0",-22,"225",159,67,18,240,"1"
558250,"1","1","1","0",0,60,"0",-25,"2764",158,76,18,240,"1"
558373,"0","0","4","0",0,60,"0",-25,"1031",157,67,18,240,"1"
558435,"1","2","4","0",0,60,"0",-19,"948",147,87,18,240,"1"
558703,"1","0","4","0",0,60,"0",-24,"191",159,55,18,240,"1"
558747,"1","0","1","0",0,60,"0",-23,"2230",159,65,18,240,"1"
558769,"1","1","3","0",0,60,"0",-15,"1267",136,73,18,240,"0"
25107,"1","1","2","0",0,120,"0",-73,"2562",187,55,18,240,"1"
31663,"0","0","3","1",0,60,"0",-60,"5906",187,70,18,240,"1"
34229,"1","0","0","1",2,120,"0",-58,"706",189,82,18,240,"1"
34353,"0","0","7","1",0,120,"1",-16,"391",187,73,18,240,"0"
34863,"1","0","5","0",0,60,"0",-65,"198",193,73,18,240,"1"
39655,"1","1","5","0",0,120,"0",-22,"432",183,95,18,240,"1"
50993,"1","1","0","0",0,60,"1",-53,"176",187,5,18,240,"0"
70608,"1","2","7","1",0,240,"0",-17,"270",186,84,18,240,"1"
74734,"1","1","0","0",0,180,"0",2,"208",187,79,18,240,"1"
75399,"1","1","6","1",0,60,"0",-24,"489",187,70,18,240,"1"
82535,"1","1","2","0",0,180,"0",-19,"352",167,64,18,240,"1"
82741,"1","1","5","0",0,60,"0",-60,"879",182,60,18,240,"1"
83254,"1","2","1","1",0,60,"0",-51,"954",187,40,18,240,"1"
84245,"0","0","5","0",0,120,"0",-27,"657",153,96,18,240,"1"
87732,"0","0","3","1",0,75,"0",-66,"1018",187,71,18,240,"1"
91322,"1","0","4","1",0,60,"0",-19,"1616",185,74,18,240,"1"
92947,"1","2","1","1",0,120,"0",-227,"1350",187,90,18,240,"1"
92993,"1","1","1","0",3,135,"0",-43,"974",187,60,18,240,"1"
97154,"1","0","2","0",0,60,"0",-50,"984",176,98,18,240,"1"
98313,"1","2","3","1",0,60,"0",-22,"145",185,78,18,240,"1"
104054,"1","1","9","1",0,120,"0",-19,"1451",186,95,18,240,"1"
108589,"1","0","7","0",0,60,"0",-108,"411",187,84,18,240,"1"
109938,"1","2","6","0",0,120,"0",-44,"396",183,92,18,240,"1"
110881,"1","0","4","0",0,60,"0",-43,"5032",184,66,18,240,"1"
116603,"1","2","2","1",0,60,"0",-28,"1179",187,81,18,240,"1"
123860,"1","0","7","1",0,60,"1",-29,"1292",187,85,18,240,"1"
133155,"1","2","5","1",0,60,"0",-55,"1360",187,88,18,240,"1"
143741,"1","0","5","0",0,120,"1",-16,"704",187,95,18,240,"1"
145544,"0","0","2","0",0,60,"0",-45,"862",187,69,18,240,"1"
151697,"1","0","9","0",0,60,"1",-23,"424",185,80,18,240,"1"
152929,"1","1","1","1",0,60,"0",-104,"299",187,82,18,240,"1"
153212,"1","1","4","1",1,120,"0",-82,"842",184,86,18,240,"1"
154540,"1","2","5","0",0,60,"0",-34,"417",186,77,18,240,"1"
182824,"1","1","0","1",2,120,"0",-43,"239",188,75,18,240,"1"
185349,"1","1","3","1",2,60,"0",-54,"4702",185,74,18,240,"1"
187793,"1","1","1","1",1,120,"1",-127,"2817",187,61,18,240,"0"
188152,"0","1","5","0",0,120,"0",-19,"1314",183,90,18,240,"1"
192424,"0","0","7","1",0,120,"0",-74,"852",181,72,18,240,"1"
197595,"1","2","3","1",0,60,"0",-24,"1111",186,73,18,240,"1"
198956,"0","1","5","1",0,60,"0",-29,"3262",187,75,18,240,"1"
199520,"1","2","4","0",0,60,"0",-22,"1360",186,79,18,240,"1"
200905,"1","2","0","0",1,60,"0",-121,"2514",187,29,18,240,"0"
203481,"1","1","7","0",0,60,"0",-34,"1136",181,65,18,240,"1"
204746,"1","0","0","0",0,120,"0",-25,"410",187,72,18,240,"1"
226374,"0","0","7","1",0,60,"0",-115,"379",186,71,18,240,"0"
226827,"1","0","4","0",0,60,"0",-72,"1433",185,83,18,240,"1"
229240,"1","0","9","0",0,60,"0",-34,"421",185,85,18,240,"1"
229426,"1","1","2","0",0,60,"0",-25,"329",182,85,18,240,"1"
232695,"1","1","8","0",0,60,"0",-108,"1274",183,72,18,240,"1"
247267,"0","1","7","0",0,60,"0",-79,"559",187,13,18,240,"0"
248103,"1","0","5","0",0,60,"0",-101,"744",187,79,18,240,"1"
249534,"1","0","2","1",0,60,"0",-162,"649",187,73,18,240,"1"
255998,"1","1","5","1",2,60,"0",-51,"408",187,58,18,240,"1"
262454,"1","0","4","0",1,120,"1",-88,"373",203,61,18,240,"0"
262741,"1","0","4","0",0,60,"0",-59,"1953",197,75,18,240,"1"
263499,"1","1","4","1",0,325,"0",-107,"6663",185,70,18,240,"1"
267761,"1","0","0","0",1,120,"0",-131,"653",186,13,18,240,"1"
271036,"1","1","8","1",3,60,"0",-9,"868",187,55,18,240,"1"
272580,"1","1","3","1",0,120,"0",-19,"741",187,84,18,240,"1"
273877,"0","1","0","1",0,60,"0",-28,"352",187,63,18,240,"0"
276717,"1","0","6","0",0,120,"0",-256,"2755",184,74,18,240,"1"
278447,"1","0","6","0",0,60,"0",-45,"511",186,75,18,240,"1"
281564,"1","1","1","0",0,60,"0",-16,"2443",186,58,18,240,"1"
284076,"1","0","7","0",0,120,"0",-28,"557",187,61,18,240,"1"
285633,"1","2","2","0",1,120,"1",-25,"287",186,58,18,240,"0"
285912,"1","2","5","1",0,90,"0",-43,"600",184,79,18,240,"1"
290550,"1","0","8","0",0,120,"0",-43,"177",186,83,18,240,"1"
291037,"1","1","1","1",0,120,"0",-156,"569",186,65,18,240,"1"
291194,"1","1","3","0",0,90,"0",-68,"689",186,81,18,240,"1"
295754,"1","0","9","0",0,120,"0",-12,"626",187,76,18,240,"1"
298322,"1","2","3","1",1,120,"0",-100,"522",185,57,18,240,"1"
298476,"1","0","7","0",2,130,"0",-21,"1014",187,59,18,240,"1"
306886,"1","1","9","0",0,150,"0",-79,"155",174,60,18,240,"1"
309734,"1","1","0","0",2,60,"0",-16,"701",187,51,18,240,"1"
313810,"1","0","4","0",0,60,"0",-74,"724",187,90,18,240,"1"
316841,"1","0","3","1",0,60,"0",-18,"2396",187,81,18,240,"1"
318056,"1","0","2","0",0,150,"0",-24,"1786",187,73,18,240,"1"
319209,"1","3","9","1",0,120,"0",-81,"568",182,70,18,240,"1"
325511,"1","0","7","0",0,180,"0",-166,"472",186,62,18,240,"1"
325879,"1","1","0","0",0,60,"0",-104,"640",182,56,18,240,"1"
329226,"0","2","2","0",0,120,"0",-64,"465",187,78,18,240,"1"
331844,"1","0","2","1",0,120,"0",-260,"1170",185,89,18,240,"1"
335421,"1","0","4","0",0,240,"0",-53,"188",187,65,18,240,"0"
338056,"1","1","4","0",1,120,"0",-16,"484",186,67,18,240,"1"
339379,"1","0","4","0",0,60,"0",-179,"412",177,95,18,240,"1"
350622,"1","1","2","0",0,60,"0",-96,"1051",188,79,18,240,"0"
350795,"0","1","4","1",1,60,"0",-55,"132",187,82,18,240,"0"
351271,"1","2","1","0",0,120,"0",-113,"911",185,80,18,240,"1"
351290,"1","1","4","0",2,60,"0",-54,"624",187,65,18,240,"1"
360188,"1","1","5","0",0,120,"0",-22,"1429",183,90,18,240,"1"
361603,"0","0","5","0",1,60,"0",-27,"940",194,90,18,240,"1"
363401,"0","1","4","1",1,120,"0",-24,"190",187,0,18,240,"0"
363416,"1","1","3","0",0,240,"0",6,"316",187,86,18,240,"1"
363660,"0","0","7","1",1,180,"0",-88,"3713",184,80,18,240,"1"
365452,"1","1","6","1",0,60,"1",-102,"998",187,67,18,240,"1"
365707,"1","0","9","0",0,60,"0",-27,"1944",186,83,18,240,"1"
367609,"0","1","0","1",0,60,"0",-53,"1816",187,84,18,240,"1"
370720,"1","1","0","0",1,120,"0",-50,"194",186,67,18,240,"0"
371679,"1","1","7","0",2,120,"0",-42,"788",187,77,18,240,"1"
377759,"1","0","2","1",1,120,"1",-144,"9151",187,90,18,240,"1"
377846,"0","1","0","1",0,150,"0",-23,"4736",187,63,18,240,"1"
378462,"1","0","8","1",0,120,"0",-15,"608",192,75,18,240,"1"
378543,"0","2","9","0",0,120,"0",-16,"560",187,75,18,240,"1"
389369,"0","0","1","0",0,120,"0",-19,"896",187,90,18,240,"1"
390442,"1","0","9","0",0,60,"1",-221,"375",187,85,18,240,"1"
392213,"1","1","8","0",1,120,"0",-94,"672",185,72,18,240,"1"
398084,"1","1","1","0",0,60,"0",-106,"1338",187,90,18,240,"1"
400049,"1","0","4","0",1,60,"0",-43,"1328",187,70,18,240,"0"
400469,"1","0","5","0",1,60,"0",-77,"1424",183,54,18,240,"1"
400474,"1","0","8","1",0,120,"0",-30,"760",185,84,18,240,"1"
401339,"1","0","3","0",0,120,"0",-51,"3771",187,95,18,240,"1"
401349,"1","0","2","0",0,60,"0",-66,"1439",186,89,18,240,"1"
404022,"1","0","3","0",0,60,"0",-30,"2268",187,90,18,240,"1"
404727,"1","1","7","0",1,60,"0",-97,"553",195,62,18,240,"0"
405471,"0","1","7","0",1,120,"0",-118,"734",186,83,18,240,"1"
405995,"1","0","3","0",2,120,"0",-54,"966",180,81,18,240,"1"
406311,"0","4","3","1",0,60,"0",-99,"330",174,59,18,240,"0"
408112,"1","1","1","1",0,60,"1",-36,"542",199,81,18,240,"1"
409662,"1","1","6","0",0,60,"0",-94,"1051",186,61,18,240,"1"
410739,"1","1","8","1",0,120,"0",-92,"757",184,50,18,240,"1"
412407,"0","0","3","0",1,60,"0",-34,"1204",187,85,18,240,"1"
412654,"0","0","2","0",1,60,"0",-66,"352",186,82,18,240,"1"
413984,"1","1","3","0",1,60,"0",-18,"508",187,73,18,240,"1"
414958,"1","0","8","0",1,60,"0",-123,"385",190,75,18,240,"1"
415716,"1","0","6","1",0,60,"0",-30,"885",185,83,18,240,"1"
416007,"1","0","7","0",2,120,"0",-87,"1387",194,63,18,240,"1"
416654,"1","0","5","1",0,60,"0",-16,"2113",192,85,18,240,"1"
418325,"1","1","0","0",0,60,"0",-8,"1698",177,63,18,240,"1"
423871,"1","0","0","0",0,90,"0",-107,"9301",186,81,18,240,"1"
425808,"1","0","6","1",0,60,"0",-53,"1556",186,89,18,240,"1"
425820,"1","0","6","0",0,60,"0",-53,"1450",187,87,18,240,"1"
426650,"1","0","8","0",1,60,"0",-82,"551",197,75,18,240,"1"
426838,"1","1","1","0",0,60,"0",-54,"1408",182,83,18,240,"1"
427704,"0","1","0","1",0,120,"1",-79,"376",187,78,18,240,"1"
427773,"1","0","8","0",0,120,"0",-36,"541",179,65,18,240,"1"
429038,"1","1","1","1",0,60,"0",-23,"265",187,36,18,240,"1"
430357,"1","0","0","0",2,120,"0",-55,"953",187,0,18,240,"0"
432232,"1","2","8","0",0,60,"0",-68,"250",186,64,18,240,"1"
433531,"1","0","9","0",0,180,"0",-159,"1060",184,71,18,240,"1"
433939,"1","1","5","1",0,60,"0",-73,"800",195,63,18,240,"0"
434192,"1","0","5","0",2,120,"0",-22,"612",187,79,18,240,"1"
434646,"1","2","2","0",1,270,"0",-28,"1734",187,65,18,240,"1"
435245,"1","1","1","1",0,60,"0",-130,"1490",187,67,18,240,"1"
437562,"1","1","6","0",0,60,"0",-68,"354",186,83,18,240,"1"
437967,"1","1","1","0",1,60,"0",-55,"675",185,84,18,240,"1"
438703,"1","0","2","0",0,60,"0",-136,"312",185,74,18,240,"1"
440057,"1","1","1","0",2,120,"0",-113,"427",187,71,18,240,"1"
440509,"1","2","3","0",0,120,"0",-102,"495",187,75,18,240,"1"
441181,"1","2","2","0",0,120,"0",-89,"347",187,54,18,240,"1"
441255,"1","0","4","0",0,60,"0",-42,"562",186,87,18,240,"1"
442012,"1","1","4","1",1,60,"0",-73,"1465",183,81,18,240,"1"
442183,"1","0","1","0",1,120,"0",-128,"412",188,65,18,240,"1"
442456,"0","2","2","1",1,60,"0",-61,"297",187,34,18,240,"0"
442466,"1","0","2","0",2,240,"1",69,"97",187,80,18,240,"1"
443288,"1","2","3","0",0,60,"0",-15,"5327",186,87,18,240,"1"
444117,"1","0","6","0",0,90,"0",-65,"325",186,95,18,240,"1"
444926,"1","1","2","0",1,180,"1",-50,"348",188,66,18,240,"1"
445065,"1","1","5","1",0,60,"0",-127,"8925",180,98,18,240,"1"
445125,"1","0","3","0",0,60,"0",-46,"381",181,52,18,240,"0"
445889,"1","0","5","1",1,60,"0",-51,"729",186,62,18,240,"1"
446856,"1","1","7","1",0,150,"0",-90,"792",186,76,18,240,"0"
447759,"1","2","9","1",1,60,"1",-71,"3599",186,92,18,240,"1"
447782,"0","2","5","1",0,60,"0",-28,"987",187,80,18,240,"1"
465599,"1","0","3","1",1,60,"0",-21,"587",187,66,18,240,"1"
466810,"1","0","6","0",0,60,"1",-106,"1212",180,73,18,240,"1"
467035,"1","2","2","0",1,135,"0",-115,"569",184,83,18,240,"1"
468949,"1","1","4","0",0,60,"1",-30,"605",186,66,18,240,"1"
469683,"1","0","0","1",2,180,"0",-22,"288",187,60,18,240,"1"
470318,"1","2","4","0",0,120,"0",-22,"800",186,86,18,240,"1"
471525,"1","1","5","1",1,60,"0",-52,"696",169,86,18,240,"1"
475095,"0","0","2","0",0,60,"0",-25,"530",187,83,18,240,"1"
475460,"1","0","2","0",0,60,"0",-61,"193",187,52,18,240,"0"
475688,"0","0","7","0",0,120,"1",-96,"1417",190,72,18,240,"1"
476201,"0","2","1","0",0,60,"0",-36,"1301",187,74,18,240,"1"
476297,"1","0","4","1",1,120,"0",-23,"371",187,70,18,240,"2"
476369,"1","2","1","0",0,60,"0",-113,"444",184,85,18,240,"1"
476596,"1","1","7","1",0,60,"0",-30,"3323",186,66,18,240,"1"
476709,"1","2","8","0",0,120,"0",-42,"1009",187,79,18,240,"1"
476710,"1","1","1","0",1,120,"1",-142,"879",187,65,18,240,"1"
476783,"1","0","7","0",0,90,"0",-58,"2518",184,90,18,240,"1"
477009,"1","0","8","1",0,60,"0",-18,"164",185,68,18,240,"0"
477011,"1","0","2","0",0,60,"0",-127,"5215",183,69,18,240,"1"
477164,"0","0","3","0",0,60,"0",-100,"140",187,60,18,240,"1"
477167,"1","2","8","1",0,120,"0",-67,"1750",186,88,18,240,"1"
477734,"1","4","4","0",0,120,"0",-94,"672",185,72,18,240,"1"
478444,"1","1","9","1",1,180,"0",-16,"186",176,85,18,240,"1"
479060,"1","0","7","0",0,60,"0",-24,"8921",187,92,18,240,"1"
479343,"1","0","6","0",1,120,"0",-53,"1124",184,67,18,240,"1"
480382,"0","0","5","1",0,120,"0",-24,"379",187,69,18,240,"1"
480507,"1","1","6","1",0,60,"0",-21,"832",183,89,18,240,"1"
480650,"1","0","1","0",0,60,"0",-61,"6072",186,100,18,240,"1"
480815,"1","0","1","0",0,120,"0",-155,"2147",181,67,18,240,"1"
481010,"1","0","5","0",0,60,"0",-65,"1129",186,81,18,240,"1"
481580,"1","0","3","0",0,60,"0",-72,"1752",182,86,18,240,"1"
481607,"1","1","0","1",0,120,"0",-30,"1871",176,85,18,240,"1"
482467,"1","1","3","0",0,60,"0",-88,"221",186,88,18,240,"1"
482710,"0","0","7","1",0,60,"0",-25,"853",184,87,18,240,"1"
482766,"1","2","5","1",0,120,"0",-15,"295",187,62,18,240,"1"
483064,"1","0","4","0",0,60,"0",-55,"2074",185,73,18,240,"1"
483074,"1","1","3","0",0,120,"0",-23,"1186",198,91,18,240,"1"
483243,"1","1","2","1",0,135,"1",-16,"1326",184,79,18,240,"1"
483952,"1","1","5","0",0,120,"0",-170,"602",186,56,18,240,"0"
484768,"1","4","1","0",1,240,"0",-122,"428",186,70,18,240,"1"
484885,"1","1","5","1",1,180,"0",-34,"1352",187,80,18,240,"0"
484933,"1","0","2","1",0,60,"0",-30,"624",185,96,18,240,"1"
485399,"1","1","7","0",1,180,"0",-106,"245",187,58,18,240,"1"
485630,"1","0","3","0",1,120,"0",-68,"770",186,78,18,240,"1"
486099,"1","0","6","0",1,180,"0",-132,"1028",181,73,18,240,"1"
486391,"1","1","6","0",1,120,"0",-106,"1246",178,88,18,240,"1"
486521,"1","1","6","0",1,120,"0",-25,"373",187,54,18,240,"0"
486656,"1","0","5","1",1,120,"0",-55,"757",187,85,18,240,"1"
487329,"1","0","0","0",1,180,"0",-79,"246",186,84,18,240,"0"
487646,"1","1","7","0",1,120,"0",-161,"423",186,17,18,240,"0"
488863,"1","0","9","0",0,60,"0",-127,"465",180,65,18,240,"1"
489251,"1","1","9","0",0,60,"0",-94,"1255",183,62,18,240,"1"
492182,"1","0","9","0",0,120,"0",-53,"468",173,78,18,240,"1"
492240,"1","0","9","0",1,120,"0",-36,"1566",186,74,18,240,"1"
492946,"1","0","2","0",1,120,"0",-127,"437",187,66,18,240,"0"
493186,"1","1","0","0",1,120,"0",-116,"702",187,62,18,240,"1"
493515,"1","1","3","0",0,135,"1",-25,"695",187,13,18,240,"0"
493773,"0","0","3","0",0,120,"0",-15,"121",186,80,18,240,"0"
493912,"1","1","0","1",0,60,"0",-27,"925",187,81,18,240,"1"
493958,"1","0","8","0",0,135,"0",-24,"147",187,60,18,240,"1"
494095,"1","1","2","0",0,60,"0",-65,"328",187,78,18,240,"1"
494278,"1","1","7","1",0,60,"0",-16,"955",184,93,18,240,"1"
494786,"1","0","1","0",0,60,"0",-102,"471",164,95,18,240,"1"
495856,"0","0","5","1",0,60,"0",-12,"393",187,90,18,240,"1"
496041,"1","1","6","0",1,120,"0",-23,"396",187,80,18,240,"1"
496070,"1","0","5","0",0,60,"0",-59,"555",187,65,18,240,"1"
496220,"1","1","3","1",0,60,"1",-15,"432",187,34,18,240,"1"
497280,"1","1","0","0",0,60,"0",-28,"172",188,71,18,240,"1"
497468,"1","0","0","0",0,90,"0",-25,"206",187,63,18,240,"1"
498065,"1","2","0","1",0,60,"0",-51,"4028",185,83,18,240,"1"
498131,"1","1","7","0",0,60,"0",-59,"2172",186,85,18,240,"1"
498175,"1","1","6","0",1,120,"0",-29,"498",185,74,18,240,"1"
498296,"1","0","4","0",0,60,"1",-52,"1537",186,66,18,240,"1"
498967,"1","1","0","0",0,60,"0",-109,"255",187,71,18,240,"1"
499027,"1","1","7","0",0,60,"0",-42,"421",188,83,18,240,"1"
499118,"1","0","8","1",1,120,"0",-23,"628",187,82,18,240,"1"
499380,"1","0","2","1",0,60,"0",-64,"2494",184,94,18,240,"1"
499387,"1","0","0","0",0,60,"0",-93,"623",181,60,18,240,"1"
499511,"1","0","3","1",1,120,"0",-30,"519",187,81,18,240,"1"
499891,"1","1","3","1",0,60,"0",-18,"1567",187,58,18,240,"1"
500791,"1","1","6","0",0,60,"0",-89,"775",186,78,18,240,"1"
500819,"1","1","6","0",0,60,"0",-85,"560",186,87,18,240,"1"
501432,"1","0","4","0",0,60,"0",-122,"11514",183,79,18,240,"1"
501550,"1","0","7","0",1,120,"0",-44,"1934",187,76,18,240,"1"
501879,"1","0","6","1",1,180,"0",-96,"1316",177,87,18,240,"1"
501955,"0","1","7","1",1,120,"1",-119,"688",187,67,18,240,"0"
502441,"1","0","8","1",0,60,"0",-58,"416",186,92,18,240,"1"
502604,"1","2","1","0",0,90,"0",-73,"328",187,55,18,240,"1"
502694,"1","0","8","1",0,60,"0",-24,"2352",199,90,18,240,"1"
503491,"1","1","0","0",1,120,"0",-135,"944",187,70,18,240,"1"
503509,"1","0","3","0",0,60,"0",-126,"1489",187,73,18,240,"1"
504028,"1","0","2","0",1,180,"0",-77,"1463",185,79,18,240,"1"
504102,"1","1","3","1",0,75,"0",-24,"861",187,40,18,240,"1"
504936,"1","1","9","1",0,60,"0",-18,"497",187,85,18,240,"1"
